ФИО	Страна	Возраст	Рост, см	Вес	Пол	Дата рождения	Место рождения	Золото	Серебро	Бронза	Всего	Вид спорта	Состязание
Francisco Roman Alarcon Suarez	Spain	20	176	75	М	4 21 1992		0	0	0	0	Football	Men's Football
Dhaher Alaryani	United Arab Emirates	39			М	12 11 1972	RAS ALKHAIMAH (UAE)	0	0	0	0	Shooting	Men's Trap
Yousef Alaskari	Kuwait	18	175	65	М	3 25 1994	KUWAIT (KUW)	0	0	0	0	Swimming	Men's 200m Butterfly
Janice Alatoa	Vanuatu	23	166	55	Ж	10 30 1988	PORT VILA (VAN)	0	0	0	0	Athletics	Women's 100m
Jordi Alba	Spain	23	170	66	М	3 21 1989		0	0	0	0	Football	Men's Football
Azad Albarazi	Syrian Arab Republic	24	205	110	М	01 04 1988	SAUDI ARABIA (KSA)	0	0	0	0	Swimming	Men's 100m Breaststroke
Michael Albasini	Switzerland	31	172	67	М	12 20 1980	Wil (SUI)	0	0	0	0	Cycling - Road	Men's Individual Time Trial, Men's Road Race
Ruslan Albegov	Russian Federation	24	192	156	М	1 26 1988	VLADIKAVKAZ	0	0	0	0	Weightlifting	Men's +105kg
Isil Alben	Turkey	26	172	62	Ж	2 22 1986		0	0	0	0	Basketball	Women's Basketball
Samantha Albert	Jamaica	41	165	64	Ж	5 31 1971	Montreal (CAN)	0	0	0	0	Equestrian	Individual Eventing, CARRAIG DUBH
Nely Alberto Francisca	Spain	29	178	81	Ж	07 02 1983		0	0	0	0	Handball	Women's Handball
Emiliano Albin	Uruguay	23	176	76	М	1 24 1989		0	0	0	0	Football	Men's Football
Nicoleta Albu	Romania	23	183	76	Ж	08 10 1988		0	0	0	0	Rowing	Women's Eight
Dailenys Alcantara	Cuba	20			Ж	08 10 1991	Santiago de Cuba (CUB)	0	0	0	0	Athletics	Women's Triple Jump
Arnold Alcolea	Cuba	29			М	9 25 1982	Santiago de Cuba (CUB)	0	0	0	0	Cycling - Road	Men's Road Race
Kyle Alcorn	United States of America	27	185	74	М	3 18 1985	Fresno (USA)	0	0	0	0	Athletics	Men's 3000m Steeplechase
Yamile Aldama	Great Britain	39	172	62	Ж	8 14 1972	Havana (CUB)	0	0	0	0	Athletics	Women's Triple Jump
Andrea Aldana Bennett	Guatemala	23	172	68	Ж	4 29 1989	GUATEMALA CITY (GUA)	0	0	0	0	Sailing	Women's Laser Radial
Ibragim Aldatov	Ukraine	28	178	87	М	11 04 1983	BESLAN (RUS)	0	0	0	0	Wrestling	Men's 84kg Freestyle
Fehaid Aldeehani	Kuwait	45	180	100	М	10 11 1966	KUWAIT (KUW)	0	0	0	0	Shooting	Men's Trap, Men's Double Trap
Humaid Alderei	United Arab Emirates	21		65	М	4 16 1991	MEKNAS	0	0	0	0	Judo	Men's -66kg
David Alegre	Spain	27	184	75	М	09 06 1984		0	0	0	0	Hockey	Men's Hockey
Ramon Alegre	Spain	31	171	71	М	5 14 1981		0	0	0	0	Hockey	Men's Hockey
Jannet Alegria Pena	Mexico	24	154		Ж	8 30 1987	SAN JUAN DEL RIO (MEX)	0	0	0	0	Taekwondo	Women's -49kg
Jo Aleh	New Zealand	26	171	60	Ж	5 15 1986	Auckland (NZL)	0	0	0	0	Sailing	Women's 470
Eric Alejandro	Puerto Rico	26		83	М	4 15 1986	New Jersey (USA)	0	0	0	0	Athletics	Men's 400m Hurdles
Virgilijus Alekna	Lithuania	40	199	135	М	2 13 1972	KUPISKIS (LTU)	0	0	0	0	Athletics	Men's Discus Throw
Aleksandar Aleksandrov	Bulgaria	27	164		М	10 31 1984	Sofia (BUL)	0	0	0	0	Boxing	Men's Light Fly (49kg)
Aleksandar Aleksandrov	Azerbaijan	22	189	94	М	04 09 1990		0	0	0	0	Rowing	Men's Single Sculls
Dmitrii Aleksandrov	Kyrgyzstan	19	185	75	М	09 12 1992	Bishkek (KGZ)	0	0	0	0	Swimming	Men's 200m Breaststroke
Artur Aleksanyan	Armenia	20	185	96	М	10 21 1991	Gyumri (ARM)	0	0	0	0	Wrestling	Men's 96kg Greco-Roman
Sandra Aleksejeva	Latvia	21	164	62	Ж	05 03 1991	Kraslava (LAT)	0	0	0	0	Cycling - BMX	Women's BMX
Denis Alekseyev	Russian Federation	24	186	75	М	12 21 1987	Leningrad (RUS)	0	0	0	0	Athletics	Men's 4 x 400m Relay
Aleksandar Aleksic	Serbia	20	188	89	М	4 13 1992		0	0	0	0	Canoe Sprint	Men's Kayak Four (K4) 1000m
Milan Aleksic	Serbia	26	197	100	М	5 13 1986	Beograd (SRB)	0	0	0	0	Water Polo	Men's Water Polo
Todor Aleksiev	Bulgaria	29	200	96	М	4 21 1983	Plovdiv (BUL)	0	0	0	0	Volleyball	Men's Volleyball
Ilya Aleksievich	Belarus	21	173	66	М	02 10 1991		0	0	0	0	Football	Men's Football
Octavio Alesi Gonzalez	Venezuela	25	175	75	М	11 10 1986	Barinas (VEN)	0	0	0	0	Swimming	Men's 4x100m Freestyle Relay
Ayanna Alexander	Trinidad and Tobago	30	171	60	Ж	7 20 1982	Port of Spain (TRI)	0	0	0	0	Athletics	Women's Triple Jump
J'maal Alexander	Virgin Islands, British	18			М	10 26 1993	Tortola (IVB)	0	0	0	0	Athletics	Men's 100m
Kineke Alexander	St Vincent and the Grenadines	26	178	65	Ж	2 21 1986	KIngstown (VIN)	0	0	0	0	Athletics	Women's 400m
Dmitriy Alexanin	Kazakhstan	20	184	82	М	12 18 1991		0	0	0	0	Fencing	Men's Individual Epee
Yevgeniy Alexeyev	Kazakhstan	34	185	85	М	12 11 1977	Shymkent (KAZ)	0	0	0	0	Canoe Sprint	Men's Kayak Double (K2) 1000m, Men's Kayak Double (K2) 200m
Alin Alexuc-Ciurariu	Romania	22	191	96	М	02 03 1990	Botosani (ROU)	0	0	0	0	Wrestling	Men's 96kg Greco-Roman
Rafael Alfaro	El Salvador	20	185	80	М	02 04 1992	San Salvador (ESA)	0	0	0	0	Swimming	Men's 400m Individual Medley
Sara Alflaij	Bahrain	17	170	72	Ж	08 03 1995	USA (USA)	0	0	0	0	Swimming	Women's 50m Freestyle
Linda Algotsson	Sweden	40	158	53	Ж	3 22 1972	KRISTVALLA (SWE)	0	0	0	0	Equestrian	Individual Eventing, Team Eventing, LA FAIR
Sara Algotsson Ostholt	Sweden	37	162	55	Ж	12 08 1974	KRISTVALLA (SWE)	0	1	0	1	Equestrian	Individual Eventing, Team Eventing, WEGA
Hussain Jamaan Alhamdah	Saudi Arabia	29			М	04 04 1983	NAJRAN (KSA)	0	0	0	0	Athletics	Men's 5000m
Ibrahem Alhasan	Kuwait	25	174	85	М	8 22 1986	KUWAIT (KUW)	0	0	0	0	Table Tennis	Men's Singles
Annabel Laure Ali	Cameroon	27	176	72	Ж	03 04 1985	GAROUA (CMR)	0	0	0	0	Wrestling	Women's 72kg Freestyle
Belal Mansoor Ali	Bahrain	23	167	61	М	10 17 1988	KENYA (KEN)	0	0	0	0	Athletics	Men's 800m, Men's 1500m
Kame Ali	Madagascar	27	190	83	М	5 21 1985	Namakia (MAD)	0	0	0	0	Athletics	Men's 110m Hurdles
Lahoussine Ali	Morocco	37	176	68	М	8 16 1974		0	0	0	0	Fencing	Men's Individual Foil
Liaqat Ali	Pakistan	28			М	08 06 1983	OKARA (PAK)	0	0	0	0	Athletics	Men's 100m
Zourah Ali	Djibouti	17			Ж	11 23 1994	ALI SABIEH (DJI)	0	0	0	0	Athletics	Women's 400m
Khalid Alibaba	Bahrain	15	165	60	М	09 06 1996	Manama (BRN)	0	0	0	0	Swimming	Men's 100m Butterfly
Mirko Alilovic	Croatia	26	200	110	М	9 15 1985		0	0	0	0	Handball	Men's Handball
Elmir Alimzhanov	Kazakhstan	25	185	72	М	10 05 1986		0	0	0	0	Fencing	Men's Individual Epee
Alexey Alipov	Russian Federation	36	175	85	М	08 07 1975	Moscow (RUS)	0	0	0	0	Shooting	Men's Trap
Ashraf Aliyev	Azerbaijan	26	175	74	М	7 29 1986	ABSHERON (AZE)	0	0	0	0	Wrestling	Men's 74kg Freestyle
Hasan Aliyev	Azerbaijan	22	170	60	М	11 14 1989	GAZAKH (AZE)	0	0	0	0	Wrestling	Men's 60kg Greco-Roman
Triin Aljand	Estonia	27	179	68	Ж	07 08 1985	Tallinn (EST)	0	0	0	0	Swimming	Women's 50m Freestyle, Women's 100m Butterfly
Abdullah Abdulaziz Aljoud	Saudi Arabia	37			М	07 10 1975	ALQATIF (KSA)	0	0	0	0	Athletics	Men's 5000m
Jasmine Alkhaldi	Philippines	29	165	55	Ж	6 20 1983	PARANAQUE  MM (PHI)	0	0	0	0	Swimming	Women's 100m Freestyle
Agnese Allegrini	Italy	30	162	57	Ж	07 03 1982	Roma	0	0	0	0	Badminton	Women's Singles
Dominique Allen	Great Britain	22	188	86	Ж	09 10 1989		0	0	0	0	Basketball	Women's Basketball
Elena Allen	Great Britain	40	169	67	Ж	07 12 1972	Moscow (RUS)	0	0	0	0	Shooting	Women's Skeet
Joe Allen	Great Britain	22	170	65	М	3 14 1990		0	0	0	0	Football	Men's Football
Sophie Allen	Great Britain	20	170	65	Ж	3 21 1992	Lincoln (GBR)	0	0	0	0	Swimming	Women's 200m Individual Medley
Ade Alleyne-Forte	Trinidad and Tobago	23	180	73	М	10 11 1988	San Fernando (TRI)	0	0	0	0	Athletics	Men's 4 x 400m Relay
Andrique Allisop	Seychelles	19	171		М	06 02 1993	Victoria (SEY)	0	0	0	0	Boxing	Men's Light (60kg)
Bradley Ally	Barbados	25	183	73	М	11 12 1986	Bridgetown (BAR)	0	0	0	0	Swimming	Men's 100m Backstroke, Men's 200m Individual Medley, Men's 400m Individual Medley
Miguel Angel Almachi	Ecuador	27	169	55	М	05 02 1985	QUITO (ECU)	0	0	0	0	Athletics	Men's Marathon
Nicolas Almagro	Spain	26	183	84	М	8 21 1985		0	0	0	0	Tennis	Men's Singles
Juma Almaktoum	United Arab Emirates	27			М	12 23 1984	DUBAI (UAE)	0	0	0	0	Shooting	Men's Double Trap
Saeed Almaktoum	United Arab Emirates	35			М	10 01 1976	DUBAI (UAE)	0	0	0	0	Shooting	Men's Skeet
Rose Mary Almanza	Cuba	20			Ж	7 13 1992	Camaguey (CUB)	0	0	0	0	Athletics	Women's 800m, Women's 4 x 400m Relay
Ihab Almatbouli	Jordan	26			М	11 06 1985	AL BAQAH (JOR)	0	0	0	0	Boxing	Men's Light Heavy (81kg)
Abdelaziz Sanqour Almazam	United Arab Emirates	23	182	63	М	05 07 1989		0	0	0	0	Football	Men's Football
Carlos Almeida	Portugal	23	182	87	М	08 04 1988	Lisboa (POR)	0	0	0	0	Swimming	Men's 100m Breaststroke
Joao Carlos Almeida	Portugal	24	185	88	М	04 05 1988	Lisboa (POR)	0	0	0	0	Athletics	Men's 110m Hurdles
Kaio Almeida	Brazil	27	174	74	М	10 19 1984	Joao Pessoa (BRA)	0	0	0	0	Swimming	Men's 100m Butterfly, Men's 200m Butterfly, Men's 4x100m Medley Relay
Nair Almeida	Angola	28	180	64	Ж	1 23 1984		0	0	0	0	Handball	Women's Handball
Manuel Almeida Campos	Portugal	31	163		М	07 12 1981	PORTO (POR)	0	0	0	0	Gymnastics - Artistic	Men's Qualification
Johanna Almgren	Sweden	28	169	62	Ж	3 22 1984		0	0	0	0	Football	Women's Football
Ghfran Almouhamad	Syrian Arab Republic	23	176	72	Ж	06 06 1989	Aleppo (SYR)	0	0	0	0	Athletics	Women's 400m Hurdles
Misha Aloian	Russian Federation	23	164		М	8 23 1988		0	0	0	0	Boxing	Men's Fly (52kg)
Jessica Alonso Bernardo	Spain	28	172	65	Ж	9 20 1983		0	0	0	0	Handball	Women's Handball
Jonathan Alonso Flete	Spain	21	175		М	09 06 1990	JAMAO AL NORTE MOCA (DOM)	0	0	0	0	Boxing	Men's Light Welter (64kg)
Kamel Alouini	Tunisia	24	187	86	М	07 06 1988		0	0	0	0	Handball	Men's Handball
Anthony Alozie	Australia	25	171	79	М	8 18 1986	Aba (NGR)	0	0	0	0	Athletics	Men's 4 x 100m Relay
Abbas Alqaisoum	Saudi Arabia	31		94	М	10 31 1980	ALQATIF	0	0	0	0	Weightlifting	Men's 94kg
Azza Alqasmi	Bahrain	27			Ж	02 12 1985	RIFFA (BRN)	0	0	0	0	Shooting	Women's 50m Rifle 3 Positions
Abdullah Alrashidi	Kuwait	48	180	95	М	8 21 1963	KUWAIT (KUW)	0	0	0	0	Shooting	Men's Skeet
Talal Alrashidi	Kuwait	19	176	70	М	7 24 1993	KUWAIT (KUW)	0	0	0	0	Shooting	Men's Trap
Therese Alshammar	Sweden	34	180	65	Ж	8 26 1977	RASUNDA (SWE)	0	0	0	0	Swimming	Women's 50m Freestyle, Women's 100m Freestyle
Julio Alsogaray	Argentina	32	181	84	М	04 11 1980	SAN PEDRO	0	0	0	0	Sailing	Men's Laser
Ida Alstad	Norway	27	170		Ж	6 13 1985		0	0	0	0	Handball	Women's Handball
Maria Suelen Altheman	Brazil	23	175	78	Ж	08 12 1988	Sao Paulo	0	0	0	0	Judo	Women's +78kg
Eniola Aluko	Great Britain	25	157	56	Ж	2 21 1987		0	0	0	0	Football	Women's Football
Ever Alvarado	Honduras	20	170	70	М	1 30 1992		0	0	0	0	Football	Men's Football
Luis Alvarez	Mexico	21	174	90	М	4 13 1991	MEXICALI	0	0	0	0	Archery	Men's Individual, Men's Team
Sergio Alvarez Boulet	Cuba	32		56	М	10 11 1979	Matanzas	0	0	0	0	Weightlifting	Men's 56kg
Lazaro Alvarez Estrada	Cuba	21			М	1 28 1991		0	0	0	0	Boxing	Men's Bantam (56kg)
Yuri Alvear	Colombia	26	174	70	Ж	3 29 1986	JAMUNDI VALLE (COL)	0	0	1	1	Judo	Women's -70kg
Francisco Javier Alves	Spain	31	182	66	М	09 02 1980	CACERES (ESP)	0	0	0	0	Athletics	Men's 5000m
Thiago Soares Alves	Brazil	26	194	88	М	7 26 1986		0	0	0	0	Volleyball	Men's Volleyball
Anna Alyabyeva	Kazakhstan	18	174		Ж	11 13 1993	Astana (KAZ)	0	0	0	0	Gymnastics - Rhythmic	Individual All-Around
Saad Surour Alyassi	United Arab Emirates	22	173	64	М	7 19 1990		0	0	0	0	Football	Men's Football
Darisleydis Amador	Cuba	24			Ж	01 01 1988		0	0	0	0	Canoe Sprint	Women's Kayak Single (K1) 200m, Women's Kayak Single (K1) 500m
Andrey Amador Bakkazakova	Costa Rica	25	181	72	М	8 29 1986	SAN RAMON (CRC)	0	0	0	0	Cycling - Road	Men's Road Race
Mohammed Aman	Ethiopia	18	175	58	М	01 10 1994	Assela (ETH)	0	0	0	0	Athletics	Men's 800m
Ranohon Amanova	Uzbekistan	18	174	61	Ж	03 08 1994	ANDIJAN (UZB)	0	0	0	0	Swimming	Women's 200m Individual Medley
Dante Amaral	Brazil	31	201	86	М	9 30 1980		0	0	0	0	Volleyball	Men's Volleyball
Yadinys Amaris	Colombia	28	162	57	Ж	04 01 1984	AGUACHICA CESAR (COL)	0	0	0	0	Judo	Women's -57kg
Pol Amat	Spain	34	183	78	М	6 18 1978		0	0	0	0	Hockey	Men's Hockey
Doreen Amata	Nigeria	24	198	54	Ж	05 06 1988	Lagos (NGR)	0	0	0	0	Athletics	Women's High Jump
Kim Amb	Sweden	22	177	86	М	7 31 1990	Solna (SWE)	0	0	0	0	Athletics	Men's Javelin Throw
Eloise Amberger	Australia	25	165		Ж	1 28 1987	Brisbane (AUS)	0	0	0	0	Synchronised Swimming	Women's Duets, Women's Teams
Serge Ambomo	Cameroon	26			М	07 02 1986	NGOKSA (CMR)	0	0	0	0	Boxing	Men's Light Welter (64kg)
Harald Ambros	Austria	32	177	75	М	3 19 1980	Linz (AUT)	0	0	0	0	Equestrian	Individual Eventing, O-FELTIZ
Nourhan Amer	Egypt	19	160	55	Ж	05 10 1993	MONOFIYA (EGY)	0	0	0	0	Shooting	Women's 10m Air Rifle
Christine Amertil	Bahamas	32	168	54	Ж	8 18 1979	Nassau (BAH)	0	0	0	0	Athletics	Women's 4 x 100m Relay
Alena Amialiusik	Belarus	23	169	53	Ж	02 06 1989	BOBRUISK (BLR)	0	0	0	0	Cycling - Road	Women's Road Race
Al-Farouq Aminu	Nigeria	21	208		М	9 21 1990		0	0	0	0	Basketball	Men's Basketball
Alade Aminu	Nigeria	24	210		М	9 14 1987		0	0	0	0	Basketball	Men's Basketball
Eduarda Amorim	Brazil	25	186	84	Ж	9 23 1986		0	0	0	0	Handball	Women's Handball
Vanessa Amoros Quiles	Spain	29	167	62	Ж	12 07 1982		0	0	0	0	Handball	Women's Handball
Nijel Amos	Botswana	18	179	60	М	3 15 1994	MAROBELA (BOT)	0	0	0	0	Athletics	Men's 800m
Alberta Boatema Ampomah	Ghana	17		80	Ж	11 03 1994	Accra (GHA)	0	0	0	0	Weightlifting	Women's +75kg
Noureddine Amrabat	Morocco	25	178	81	М	3 31 1987		0	0	0	0	Football	Men's Football
Marwa Amri	Tunisia	23	161	55	Ж	01 08 1989	Tunis (TUN)	0	0	0	0	Wrestling	Women's 55kg Freestyle
Mohamed Amsif	Morocco	23	187	90	М	02 07 1989		0	0	0	0	Football	Men's Football
Kum Ae An	Democratic People's Republic  of Korea	32	160	52	Ж	06 03 1980	Pyongyang (PRK)	1	0	0	1	Judo	Women's -52kg
Phara Anacharsis	France	28	177	66	Ж	12 17 1983	FORT DE FRANCE (FRA)	0	0	0	0	Athletics	Women's 4 x 400m Relay
Tumua Anae	United States of America	23	180	70	Ж	10 16 1988		0	0	0	0	Water Polo	Women's Water Polo
Takamasa Anai	Japan	27	187	100	М	08 05 1984	OITA (JPN)	0	0	0	0	Judo	Men's -100kg
Anis Ananenka	Belarus	26	176	65	М	11 29 1985	ZHLOBIN (BLR)	0	0	0	0	Athletics	Men's 800m
Anton Anchin	Russian Federation	22	187	68	М	1 30 1990	BASHKIRIA (RUS)	0	0	0	0	Swimming	Men's 200m Backstroke
David Andersen	Australia	32	212	102	М	6 23 1980		0	0	0	0	Basketball	Men's Basketball
Stine Andersen	Denmark	27	169	75	Ж	1 16 1985	NYKOBING SJAELLAND (DEN)	0	0	0	0	Shooting	Women's 10m Air Rifle
Alyssa Anderson	United States of America	21	173	64	Ж	9 30 1990	Granite Bay (USA)	1	0	0	1	Swimming	Women's 4x200m Freestyle Relay
Haley Anderson	United States of America	20	178	68	Ж	11 20 1991	Santa Clara (USA)	0	0	0	0	Swimming	Women's 10km Marathon
Jenny-Lyn Anderson	Australia	19	162		Ж	8 13 1992	Johannesburg (RSA)	0	0	0	0	Synchronised Swimming	Women's Teams
Matthew Anderson	United States of America	25	208	93	М	4 18 1987	Buffalo (USA)	0	0	0	0	Volleyball	Men's Volleyball
Rose Anderson	Great Britain	24	175	70	Ж	3 23 1988		0	0	0	0	Basketball	Women's Basketball
Kim Andersson	Sweden	29	201	110	М	8 21 1982		0	0	0	0	Handball	Men's Handball
Mattias Andersson	Sweden	34	185	90	М	3 29 1978		0	0	0	0	Handball	Men's Handball
Isabellah Andersson	Sweden	31	170	55	Ж	11 12 1980	Kisii (KEN)	0	0	0	0	Athletics	Women's Marathon
Elizabeth Andiego	Kenya	25	172		Ж	8 21 1986	Nairobi (KEN)	0	0	0	0	Boxing	Women's Middle (75kg)
Kozue Ando	Japan	30	164	57	Ж	07 09 1982		0	0	0	0	Football	Women's Football
Shunsuke Ando	Japan	21	185	79	М	08 10 1990		0	0	0	0	Football	Men's Football
Danail Andonov Petrov	Bulgaria	34	171	63	М	02 05 1978	KAZANLAK (BUL)	0	0	0	0	Cycling - Road	Men's Road Race
Francisco Andrade	Portugal	32	172	77	М	07 06 1980	BRAZIL (BRA)	0	0	0	0	Sailing	Men's 49er
Lady Andrade	Colombia	20	172	62	Ж	01 10 1992		0	0	0	0	Football	Women's Football
Marcia Yuleisi Andrades Mendoza	Venezuela	28	165	55	Ж	5 17 1984	Cumana (VEN)	0	0	0	0	Wrestling	Women's 55kg Freestyle
Bjorn Andrae	Germany	31	200	97	М	5 14 1981	Berlin (GER)	0	0	0	0	Volleyball	Men's Volleyball
Nilson Andre	Brazil	26	172	70	М	1 30 1986	Rio De Janeiro (BRA)	0	0	0	0	Athletics	Men's 100m, Men's 4 x 100m Relay
Grigoriy Andreev	Russian Federation	36	180	70	М	01 07 1976	Bashkortostan (RUS)	0	0	0	0	Athletics	Men's Marathon
Ekaterina Andreeva	Russian Federation	19	174	64	Ж	08 03 1993	VLADIMIR (RUS)	0	0	0	0	Swimming	Women's 200m Individual Medley
Iuliia Andreeva	Kyrgyzstan	28	168	58	Ж	03 07 1984	Bishkek (KGZ)	0	0	0	0	Athletics	Women's Marathon
Viktoriia Andreeva	Russian Federation	20	189	76	Ж	6 21 1992	Sankt	0	0	0	0	Swimming	Women's 4x100m Freestyle Relay
Antonakis Andreou	Cyprus	37	173	68	М	11 24 1974	DEKELEIA (CYP)	0	0	0	0	Shooting	Men's Skeet
Panagiota Andreou	Cyprus	16	162	55	Ж	11 10 1995	Paralimni (CYP)	0	0	0	0	Shooting	Women's Skeet
Jake Andrewartha	Australia	22	196	120	М	12 24 1989	CLARE (AUS)	0	0	0	0	Judo	Men's +100kg
Valerii Andriitsev	Ukraine	25	189	102	М	2 27 1987	Kyiv (UKR)	0	0	0	0	Wrestling	Men's 96kg Freestyle
Matthieu Androdias	France	22	194	95	М	06 11 1990		0	0	0	0	Rowing	Men's Quadruple Sculls
Alona Andruk	Ukraine	25	170	56	Ж	06 11 1987	Kiev (UKR)	0	0	0	0	Cycling - Road	Women's Road Race
Georgeta Andrunache	Romania	36	178	75	Ж	4 14 1976		0	0	0	0	Rowing	Women's Pair
Tamir Andryei	Mongolia	26	181	80	М	1 24 1986	Orkhon Province (MGL)	0	0	0	0	Swimming	Men's 100m Freestyle
Juan Diego Angeloni	Argentina	34	168	60	М	6 24 1978	ROSARIO DEL TALA (ARG)	0	0	0	0	Shooting	Men's 50m Rifle Prone
Ivo Serafimov Angelov	Bulgaria	27	164	60	М	10 15 1984	PERNIK (BUL)	0	0	0	0	Wrestling	Men's 60kg Greco-Roman
Tonje Angelsen	Norway	22			Ж	1 17 1990	Trondheim (NOR)	0	0	0	0	Athletics	Women's High Jump
Giuseppe Angilella	Italy	27	177	77	М	8 27 1984	Palermo (ITA)	0	0	0	0	Sailing	Men's 49er
Matteo Angioletti	Italy	31	162		М	11 08 1980	MONZA (ITA)	0	0	0	0	Gymnastics - Artistic	Men's Team, Men's Qualification
Franka Anic	Slovenia	21	181		Ж	02 05 1991	Split (CRO)	0	0	0	0	Taekwondo	Women's -67kg
Vitaliy Anichkin	Kazakhstan	23	170	60	М	11 11 1988	Uralsk (KAZ)	0	0	0	0	Athletics	Men's 50km Race Walk
Vida Anim	Ghana	28	162	63	Ж	12 07 1983	Accra (GHA)	0	0	0	0	Athletics	Women's 200m
Adil Annani	Morocco	32	172	56	М	6 30 1980	OLD AMLOUL (MAR)	0	0	0	0	Athletics	Men's Marathon
Sajjad Anoushiravani Hamlabad	Islamic Republic of Iran	28	192	105	М	05 12 1984	ARDEBIL	0	0	0	0	Weightlifting	Men's +105kg
Jennifer Anson	Palau	35	165	63	Ж	03 05 1977	New York (USA)	0	0	0	0	Judo	Women's -63kg
Dora Antal	Hungary	18	168	60	Ж	09 09 1993		0	0	0	0	Water Polo	Women's Water Polo
Lissette Alexandra Antes Castillo	Ecuador	21	168	55	Ж	05 02 1991	LA LIBERTAD (ECU)	0	0	0	0	Wrestling	Women's 55kg Freestyle
Carmelo Anthony	United States of America	28	203	104	М	5 29 1984		0	0	0	0	Basketball	Men's Basketball
Mark Anthony	Australia	22	187	90	М	10 13 1989	MALANG (INA)	0	0	0	0	Judo	Men's -90kg
Seema Antil	India	29			Ж	7 27 1983	SONEPAT (IND)	0	0	0	0	Athletics	Women's Discus Throw
Maria Antonelli	Brazil	28	176	68	Ж	2 25 1984		0	0	0	0	Beach Volleyball	Women's Beach Volleyball
Manuel Antonio	Angola	23	177	69	М	11 03 1988	Luanda (ANG)	0	0	0	0	Athletics	Men's 800m
Semen Antonov	Russian Federation	23	202	97	М	7 18 1989		0	0	0	0	Basketball	Men's Basketball
Alexandra Antonova	Russian Federation	20	170	55	Ж	12 22 1991	NAMANGAN ()	0	0	0	0	Water Polo	Women's Water Polo
Diana Antonova	Russian Federation	19	168	50	Ж	1 17 1993	NAMANGAN ()	0	0	0	0	Water Polo	Women's Water Polo
Tatiana Antoshina	Russian Federation	30	174	55	Ж	7 27 1982	Moscow (RUS)	0	0	0	0	Cycling - Road	Women's Individual Time Trial, Women's Road Race
Jitka Antosova	Czech Republic	25	175	73	Ж	3 13 1987		0	0	0	0	Rowing	Women's Double Sculls
Lenka Antosova	Czech Republic	20	177	70	Ж	9 27 1991		0	0	0	0	Rowing	Women's Double Sculls
Miika Antti-Roiko	Finland	23	174	95	М	11 20 1988	Kalajoki	0	0	0	0	Weightlifting	Men's 94kg
Natalya Antyukh	Russian Federation	31	178	69	Ж	6 26 1981	Leningrad (RUS)	0	0	0	0	Athletics	Women's 400m Hurdles
Marcos Aoas Correa	Brazil	18			М	5 14 1994		0	0	0	0	Football	Men's Football
Esref Apak	Turkey	31	184	115	М	01 03 1981	KALECIK / ANKARA (TUR)	0	0	0	0	Athletics	Men's Hammer Throw
Nikolay Apalikov	Russian Federation	29	203	106	М	8 26 1982	ORENBURG REGION (RUS)	0	0	0	0	Volleyball	Men's Volleyball
Bolade Apithy	France	26	180	78	М	8 21 1985		0	0	0	0	Fencing	Men's Individual Sabre
Tiago Apolonia	Portugal	26	186	74	М	7 28 1986	Lisboa	0	0	0	0	Table Tennis	Men's Team
Lusapho April	South Africa	30	172	50	М	5 24 1982	Uitenhage (RSA)	0	0	0	0	Athletics	Men's Marathon
Javier Aquino	Mexico	22	165	62	М	02 11 1990		0	0	0	0	Football	Men's Football
Erika Araki	Japan	28	186	80	Ж	08 03 1984	KURASHIKI (JPN)	0	0	0	0	Volleyball	Women's Volleyball
Nada Mohammed W S Arakji	Qatar	17	162	60	Ж	10 30 1994	Qatar (QAT)	0	0	0	0	Swimming	Women's 50m Freestyle
Juan Jose Aramburu	Spain	30	170	83	М	10 13 1981	IRUN (ESP)	0	0	0	0	Shooting	Men's Skeet
Juan Esteban Arango Carvajal	Colombia	25	172	62	М	10 06 1986	MEDELLIN (COL)	0	0	0	0	Cycling - Track	Men's Omnium, Men's Team Pursuit
Krystian Aranowski	Poland	24	198	100	М	04 11 1988		0	0	0	0	Rowing	Men's Eight
Jacob Araptany	Uganda	18	168	58	М	02 11 1994	KAPRORON (UGA)	0	0	0	0	Athletics	Men's 3000m Steeplechase
Yukiya Arashiro	Japan	27	171	64	М	9 22 1984	ISHIGAKI (JPN)	0	0	0	0	Cycling - Road	Men's Road Race
Adriana Araujo	Brazil	30	169		Ж	11 04 1981	Sao Paulo (BRA)	0	0	0	0	Boxing	Women's Light (60kg)
Nestor Araujo	Mexico	20	187	77	М	8 29 1991		0	0	0	0	Football	Men's Football
Edward Araya	Chile	26	176	61	М	2 14 1986	Antofagasta (CHI)	0	0	0	0	Athletics	Men's 50km Race Walk
Yerko Araya	Chile	26	177	65	М	2 14 1986	Antofagasta (CHI)	0	0	0	0	Athletics	Men's 20km Race Walk
Geisa Arcanjo	Brazil	20			Ж	9 19 1991	SAO ROQUE (BRA)	0	0	0	0	Athletics	Women's Shot Put
Shane Archbold	New Zealand	23	182	79	М	02 02 1989	TIMARU (NZL)	0	0	0	0	Cycling - Track	Men's Omnium
Robert Archibald	Great Britain	32	212	115	М	3 29 1980		0	0	0	0	Basketball	Men's Basketball
Ryan Archibald	New Zealand	31	186	78	М	09 01 1980		0	0	0	0	Hockey	Men's Hockey
Koko Archibong	Nigeria	31	199		М	05 10 1981		0	0	0	0	Basketball	Men's Basketball
